name,price,url,views_cnt,city,seller,seller_rating,comments_cnt
Браслет и Подвеска. Этно украшения (казахские),600.0,https://www.avito.ru/sankt-peterburg/odezhda_obuv_aksessuary/braslet_i_podveska._etno_ukrasheniya_kazahskie_5153843376?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InJoZWZQbzJNcFlySkkzV3YiO31AtXitJgAAAA,122,Санкт-Петербург,Розалия Максутова,,9
Этно бохо браслеты из метала (альпака) Тибет,300.0,https://www.avito.ru/tambov/chasy_i_ukrasheniya/etno_boho_braslety_iz_metala_alpaka_tibet_3854920135?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InJoZWZQbzJNcFlySkkzV3YiO31AtXitJgAAAA,920,Тамбов,Александра Александровна,,21
Украшения ручной работы в стиле Этно из фетра,700.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/ukrasheniya_ruchnoy_raboty_v_stile_etno_iz_fetra_4246222381?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InJoZWZQbzJNcFlySkkzV3YiO31AtXitJgAAAA,24,Москва,Чайка,,0
Комплект украшений натуральный перламутр,1250.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/komplekt_ukrasheniy_naturalnyy_perlamutr_3735887888?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InJoZWZQbzJNcFlySkkzV3YiO31AtXitJgAAAA,53,Москва,Ольга,,476
Бижутерия этно,200.0,https://www.avito.ru/mahachkala/chasy_i_ukrasheniya/bizhuteriya_etno_3769655229?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InJoZWZQbzJNcFlySkkzV3YiO31AtXitJgAAAA,4609,Махачкала,ethno,,217
Украшение на шею с монетами,1900.0,https://www.avito.ru/moskva/odezhda_obuv_aksessuary/ukrashenie_na_sheyu_s_monetami_2765291176?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InJoZWZQbzJNcFlySkkzV3YiO31AtXitJgAAAA,639,Москва,Нелли,,37
Тика этно в стиле,1500.0,https://www.avito.ru/moskva/odezhda_obuv_aksessuary/tika_etno_v_stile_3868134106?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InJoZWZQbzJNcFlySkkzV3YiO31AtXitJgAAAA,88,Москва,Жазгуль,,2
Этно украшения,370.0,https://www.avito.ru/volgograd/chasy_i_ukrasheniya/etno_ukrasheniya_4858013938?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InJoZWZQbzJNcFlySkkzV3YiO31AtXitJgAAAA,54,Волгоград,Елена Ткачева,,142
"Украшения в этно, бохо стиле",1100.0,https://www.avito.ru/sankt-peterburg_peterhof/chasy_i_ukrasheniya/ukrasheniya_v_etno_boho_stile_4413522673?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InJoZWZQbzJNcFlySkkzV3YiO31AtXitJgAAAA,241,Санкт-Петербург,A'Mara,,68
"Сет колец, этно, бохо украшения, пакетом, набор",400.0,https://www.avito.ru/kostroma/chasy_i_ukrasheniya/set_kolets_etno_boho_ukrasheniya_paketom_nabor_4573532794?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InJoZWZQbzJNcFlySkkzV3YiO31AtXitJgAAAA,378,Кострома,Катерина К,,47
Этно украшения,650.0,https://www.avito.ru/kazan/chasy_i_ukrasheniya/etno_ukrasheniya_3656454136?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InJoZWZQbzJNcFlySkkzV3YiO31AtXitJgAAAA,1101,Казань,Гузель,,6
Ожерелья ручной работы этно стиль,800.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/ozherelya_ruchnoy_raboty_etno_stil_7256962436?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InJoZWZQbzJNcFlySkkzV3YiO31AtXitJgAAAA,7,Москва,Алла,,21
Набор украшений пакетом в этно/эко стиле,550.0,https://www.avito.ru/chelyabinsk/chasy_i_ukrasheniya/nabor_ukrasheniy_paketom_v_etnoeko_stile_4420655062?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InJoZWZQbzJNcFlySkkzV3YiO31AtXitJgAAAA,75,Челябинск,Диля,,33
Этно украшения,150.0,https://www.avito.ru/mahachkala/chasy_i_ukrasheniya/etno_ukrasheniya_3034287172?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InJoZWZQbzJNcFlySkkzV3YiO31AtXitJgAAAA,1138,Махачкала,ethno,,217
Этно украшения на голову,990.0,https://www.avito.ru/moskva/odezhda_obuv_aksessuary/etno_ukrasheniya_na_golovu_4502209943?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InJoZWZQbzJNcFlySkkzV3YiO31AtXitJgAAAA,30,Москва,ST_krossshop,,22
Этно украшения,150.0,https://www.avito.ru/mahachkala/chasy_i_ukrasheniya/etno_ukrasheniya_4467896527?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InJoZWZQbzJNcFlySkkzV3YiO31AtXitJgAAAA,318,Махачкала,SAFIYA,,50
"Этно украшение, слеиф, медь",2000.0,https://www.avito.ru/almetevsk/chasy_i_ukrasheniya/etno_ukrashenie_sleif_med_5004190732?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InJoZWZQbzJNcFlySkkzV3YiO31AtXitJgAAAA,38,Альметьевский р-н,Айгуль Цветочек,,0
Этно серьги из редкого африканского дерева,500.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/etno_sergi_iz_redkogo_afrikanskogo_dereva_4580310482?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InJoZWZQbzJNcFlySkkzV3YiO31AtXitJgAAAA,77,Москва,Мария,,73
"Этно серьги, брелки, подвески",1200.0,https://www.avito.ru/spokoynaya/chasy_i_ukrasheniya/etno_sergi_brelki_podveski_3802918621?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InJoZWZQbzJNcFlySkkzV3YiO31AtXitJgAAAA,146,Отрадненский р-н,Елена Иванова,,24
Украшение в бохо этно стиле (Индия),400.0,https://www.avito.ru/ekaterinburg/chasy_i_ukrasheniya/ukrashenie_v_boho_etno_stile_indiya_4691090891?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InJoZWZQbzJNcFlySkkzV3YiO31AtXitJgAAAA,50,Екатеринбург,AV,,16
Колье в этно стиле из натуральной кожи,950.0,https://www.avito.ru/moskva/odezhda_obuv_aksessuary/kole_v_etno_stile_iz_naturalnoy_kozhi_4746150910?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InJoZWZQbzJNcFlySkkzV3YiO31AtXitJgAAAA,244,Москва,Сергей,,164
Кулон ожерелье украшение из ракушек Бохо Этно,913.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/kulon_ozherele_ukrashenie_iz_rakushek_boho_etno_4556995461?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InJoZWZQbzJNcFlySkkzV3YiO31AtXitJgAAAA,22,Москва,"Наталья, Михаил",,90
Бужутерия этно,100.0,https://www.avito.ru/mahachkala/chasy_i_ukrasheniya/buzhuteriya_etno_3415354962?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InJoZWZQbzJNcFlySkkzV3YiO31AtXitJgAAAA,2946,Махачкала,Safa-Shop,,1
Этно украшения,500.0,https://www.avito.ru/vladimir/chasy_i_ukrasheniya/etno_ukrasheniya_3815371746?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InJoZWZQbzJNcFlySkkzV3YiO31AtXitJgAAAA,61,Владимир,Alexsander,,12
Браслет этно новый,220.0,https://www.avito.ru/ivanovo/odezhda_obuv_aksessuary/braslet_etno_novyy_4672521244?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InJoZWZQbzJNcFlySkkzV3YiO31AtXitJgAAAA,5,Иваново,Юлия,,29
Этно украшения,150.0,https://www.avito.ru/mahachkala/chasy_i_ukrasheniya/etno_ukrasheniya_3865938301?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InJoZWZQbzJNcFlySkkzV3YiO31AtXitJgAAAA,357,Махачкала,ethno,,217
"Этно серьги, национальные серьги",250.0,https://www.avito.ru/sterlitamak/chasy_i_ukrasheniya/etno_sergi_natsionalnye_sergi_4007344450?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InJoZWZQbzJNcFlySkkzV3YiO31AtXitJgAAAA,1036,Стерлитамак,Надежда,,15
"Национальные украшения, Этно стиль",600.0,https://www.avito.ru/ufa/chasy_i_ukrasheniya/natsionalnye_ukrasheniya_etno_stil_3903679046?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InJoZWZQbzJNcFlySkkzV3YiO31AtXitJgAAAA,92,Уфа,Garderob_ufa1,,13
Комплект украшения,3000.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/komplekt_ukrasheniya_3484671083?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InJoZWZQbzJNcFlySkkzV3YiO31AtXitJgAAAA,184,Москва,Казашка Феруза,,33
Кольца хендмейд,500.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/koltsa_hendmeyd_4290021916?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InJoZWZQbzJNcFlySkkzV3YiO31AtXitJgAAAA,133,Москва,Татьяна,,77
Украшения из дерева в этническом стиле,300.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/ukrasheniya_iz_dereva_v_etnicheskom_stile_3633003553?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InJoZWZQbzJNcFlySkkzV3YiO31AtXitJgAAAA,128,Москва,Юлиана,,20
Этно кольца,300.0,https://www.avito.ru/astrahan/chasy_i_ukrasheniya/etno_koltsa_4452088935?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InJoZWZQbzJNcFlySkkzV3YiO31AtXitJgAAAA,189,Астрахань,DSV,,10
Этнические украшения. Прокат и продажа,400.0,https://www.avito.ru/kazan/chasy_i_ukrasheniya/etnicheskie_ukrasheniya._prokat_i_prodazha_4676672952?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InJoZWZQbzJNcFlySkkzV3YiO31AtXitJgAAAA,460,Казань,Руфина,,10
Этно украшения,1300.0,https://www.avito.ru/almetevsk/chasy_i_ukrasheniya/etno_ukrasheniya_4508983680?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InJoZWZQbzJNcFlySkkzV3YiO31AtXitJgAAAA,70,Альметьевский р-н,Настя Шайдуллина,,15
Серьги этно-стиль индийские куклы,300.0,https://www.avito.ru/tyumen/chasy_i_ukrasheniya/sergi_etno-stil_indiyskie_kukly_7255860209?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InJoZWZQbzJNcFlySkkzV3YiO31AtXitJgAAAA,17,Тюмень,Секретная полка,,10
"Украшение этно, бохо",860.0,https://www.avito.ru/sergiev_posad/chasy_i_ukrasheniya/ukrashenie_etno_boho_4212553117?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InJoZWZQbzJNcFlySkkzV3YiO31AtXitJgAAAA,116,Сергиево-Посадский г.о.,Алена,,63
Женские украшения,1000.0,https://www.avito.ru/perm/chasy_i_ukrasheniya/zhenskie_ukrasheniya_3861392415?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InJoZWZQbzJNcFlySkkzV3YiO31AtXitJgAAAA,188,Пермь,Анастасия,,18
Этно украшения,400.0,https://www.avito.ru/ufa/chasy_i_ukrasheniya/etno_ukrasheniya_4487001906?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InJoZWZQbzJNcFlySkkzV3YiO31AtXitJgAAAA,178,Уфа,Эля,,13
Украшения из дерева в этническом стиле,300.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/ukrasheniya_iz_dereva_v_etnicheskom_stile_3633003553?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,128,Москва,Юлиана,,20
"Новое этно-украшение, дерево",380.0,https://www.avito.ru/sankt-peterburg/chasy_i_ukrasheniya/novoe_etno-ukrashenie_derevo_1975576083?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,397,Санкт-Петербург,Мария,,77
Этнические кольца,500.0,https://www.avito.ru/sankt-peterburg/odezhda_obuv_aksessuary/etnicheskie_koltsa_4678946461?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,16,Санкт-Петербург,наталья,,188
"Украшения. Колье этно, Бусы",60.0,https://www.avito.ru/suhinichi/chasy_i_ukrasheniya/ukrasheniya._kole_etno_busy_2812496150?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,142,Сухиничский р-н,Светлана,,10
Этно бохо украшения из камней браслеты серьги Перу,700.0,https://www.avito.ru/tambov/chasy_i_ukrasheniya/etno_boho_ukrasheniya_iz_kamney_braslety_sergi_peru_3855490996?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,376,Тамбов,Александра Александровна,,21
Кольца перстни бохо этно реконструкция,1000.0,https://www.avito.ru/sankt-peterburg/chasy_i_ukrasheniya/koltsa_perstni_boho_etno_rekonstruktsiya_4319850452?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,217,Санкт-Петербург,Марьям,,138
Этно бижутерия,150.0,https://www.avito.ru/mahachkala/chasy_i_ukrasheniya/etno_bizhuteriya_2807250247?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,20726,Махачкала,Safa-Shop,,1
Этно украшения,2000.0,https://www.avito.ru/mahachkala/chasy_i_ukrasheniya/etno_ukrasheniya_4298891535?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,243,Махачкала,Bainat,,7
Серьги натуральное дерево этно-стиль,1300.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/sergi_naturalnoe_derevo_etno-stil_4308867093?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,64,Москва,Алексей,,123
Этно украшения,400.0,https://www.avito.ru/dagestan_kizlyar/chasy_i_ukrasheniya/etno_ukrasheniya_2745632089?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,1594,Кизляр,zaynab,,1
Женские украшения,1000.0,https://www.avito.ru/perm/chasy_i_ukrasheniya/zhenskie_ukrasheniya_3861392415?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,188,Пермь,Анастасия,,18
"Украшение этно, бохо",860.0,https://www.avito.ru/sergiev_posad/chasy_i_ukrasheniya/ukrashenie_etno_boho_4212553117?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,116,Сергиево-Посадский г.о.,Алена,,63
Украшения ручной работы,1182.0,https://www.avito.ru/izhevsk/chasy_i_ukrasheniya/ukrasheniya_ruchnoy_raboty_7197470465?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,25,Ижевск,Лилия,,4
Готическое Украшение Бохо Этно Готика чокер,2500.0,https://www.avito.ru/chernogolovka/chasy_i_ukrasheniya/goticheskoe_ukrashenie_boho_etno_gotika_choker_4083854340?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,1232,Черноголовка,FrozenDrop - VelvetCrow,,82
Этно кольца,1400.0,https://www.avito.ru/krasnodar/chasy_i_ukrasheniya/etno_koltsa_3364439329?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,6799,Краснодар,ethno.roots,,19
"Украшение Бохо, Этно",500.0,https://www.avito.ru/korolev/chasy_i_ukrasheniya/ukrashenie_boho_etno_2071164887?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,5425,Королёв,Ларра,,63
Украшения Бижутерия,200.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/ukrasheniya_bizhuteriya_3453827923?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,151,Москва,Татьяна,,59
Винтажная бижутерия из дерева в стиле этно,400.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/vintazhnaya_bizhuteriya_iz_dereva_v_stile_etno_4581795170?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,50,Москва,Елена,,117
Кольцо. Этно украшения в казахском стиле,750.0,https://www.avito.ru/sankt-peterburg/chasy_i_ukrasheniya/koltso._etno_ukrasheniya_v_kazahskom_stile_4898364521?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,170,Санкт-Петербург,Розалия Максутова,,9
Браслет этно,600.0,https://www.avito.ru/tambov/chasy_i_ukrasheniya/braslet_etno_4700500657?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,10,Тамбов,Ольга,,0
Этно украшения,350.0,https://www.avito.ru/mahachkala/chasy_i_ukrasheniya/etno_ukrasheniya_4428867518?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,82,Махачкала,Patya,,5
Этно.Серьги заколка бусы,350.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/etno.sergi_zakolka_busy_889311941?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,1116,Москва,Елена,,112
Кулоны фенечки браслеты этно брошь финифть,350.0,https://www.avito.ru/roslavl/chasy_i_ukrasheniya/kulony_fenechki_braslety_etno_brosh_finift_2476211843?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,787,Рославльский р-н,Autumn,,22
Этно украшения,800.0,https://www.avito.ru/almetevsk/chasy_i_ukrasheniya/etno_ukrasheniya_4253051367?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,172,Альметьевский р-н,Настя Шайдуллина,,15
Тика. Этно украшение на голову,1500.0,https://www.avito.ru/saratov/chasy_i_ukrasheniya/tika._etno_ukrashenie_na_golovu_2936438852?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,1424,Саратов,Sevdigi64,,23
Серьги этно бохо,790.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/sergi_etno_boho_2932237499?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,1948,Москва,Надежда,,1
Этно украшения,550.0,https://www.avito.ru/mahachkala/odezhda_obuv_aksessuary/etno_ukrasheniya_4750210707?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,15,Махачкала,Патя,,1
Украшения ручной работы Этно серьги/кольцо,1700.0,https://www.avito.ru/moskva_zelenograd/chasy_i_ukrasheniya/ukrasheniya_ruchnoy_raboty_etno_sergikoltso_3520481829?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,136,Москва,ArtBijou Натальи Пахомовой,,4
"Браслет в этно - стиле, новый",250.0,https://www.avito.ru/barnaul/chasy_i_ukrasheniya/braslet_v_etno_-_stile_novyy_7210874696?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,43,Барнаул,Карина,,14
Этно украшения,500.0,https://www.avito.ru/cherkessk/chasy_i_ukrasheniya/etno_ukrasheniya_4148949024?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,92,Черкесск,Asia,,1
Этно украшения,350.0,https://www.avito.ru/hasavyurt/chasy_i_ukrasheniya/etno_ukrasheniya_4372105506?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,173,Хасавюрт,Айша,,21
Этно украшения,1000.0,https://www.avito.ru/hasavyurt/chasy_i_ukrasheniya/etno_ukrasheniya_3922767685?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,98,г.о. Хасавюрт,Лана,,5
Этно Броши,350.0,https://www.avito.ru/ufa/odezhda_obuv_aksessuary/etno_broshi_2310581955?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,49,Уфа,Ралина,,19
Глиняное украшения,150.0,https://www.avito.ru/izhevsk/chasy_i_ukrasheniya/glinyanoe_ukrasheniya_2060091318?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,120,Ижевск,Анастасия,,16
Этно браслет с агатами и Мурано,680.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/etno_braslet_s_agatami_i_murano_3949472952?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,124,Москва,УКРАШЕНИЯ,,401
Серьги этно сережки,600.0,https://www.avito.ru/izhevsk/odezhda_obuv_aksessuary/sergi_etno_serezhki_2673351750?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,146,Ижевск,Ольга,,50
Бижутерия украшения разные,250.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/bizhuteriya_ukrasheniya_raznye_4172523898?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,164,Москва,Анюта Мамаева,,11
Этно украшения,100.0,https://www.avito.ru/mahachkala/chasy_i_ukrasheniya/etno_ukrasheniya_3546352578?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,2411,Махачкала,ethno,,217
Украшения этно бохо кулоны,320.0,https://www.avito.ru/sankt-peterburg/chasy_i_ukrasheniya/ukrasheniya_etno_boho_kulony_4446266142?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,258,Санкт-Петербург,Ольга,,211
Суперский комплект украшений бохо серьги подвеска,575.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/superskiy_komplekt_ukrasheniy_boho_sergi_podveska_4213443913?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,1472,Москва,Товары Бохо шик,,1
Этно кольца,500.0,https://www.avito.ru/simferopol/odezhda_obuv_aksessuary/etno_koltsa_4418564654?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,30,Симферополь,El,,5
Шарм пандора 768029cz этно мотив,1000.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/sharm_pandora_768029cz_etno_motiv_2475871972?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,154,Москва,Ирина,,75
Этно украшения,2500.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/etno_ukrasheniya_3279613772?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,935,Москва,Кавказ дело тонкое,,69
Комплект этно украшений в стиле Unode 50,1600.0,https://www.avito.ru/syzran/chasy_i_ukrasheniya/komplekt_etno_ukrasheniy_v_stile_unode_50_4599365488?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImN5SzZTbDQwU3JsT1VNWjciO30SEaS2JgAAAA,24,Сызрань,Елена,,8
